,Unnamed: 0,duration1,duration0,duration3,duration2,apviewers2,apviewers3,apviewers0,apviewers1,program0,program1,program2,program3,airtime1,airtime0,papviewers3,airtime3,papviewers2,airtime2,papviewers1,papviewers0,paviewers0,paviewers1,paviewers2,paviewers3,episode1,episode0,episode3,episode2,aviewers3,aviewers2,aviewers1,aviewers0,network,inaduration,inaprogram,inaairtime,inaviewers,inpaviewers,inaepisode,inapprogram,inapduration,inpapviewers,inapviewers,inapairtime,inapepisode,outpaviewers,outaviewers,outaepisode,outaprogram,outaduration,outaairtime,outpapviewers,outapprogram,outapduration,outapairtime,outapepisode,outapviewers,slhimpressions,sl7hunduplicated_reach,slhfrequency,slafrequency,sl3ptotal_reach,blhconversion,slhduplicated_reach,slaptotal_reach,sl7aduplicated_reach,bl3hfrequency,slhtotal_reach,blptotal_reach,sl7apunduplicated_reach,sl7pduplicated_reach,sl3hfrequency,sl7pimpressions,bl3hcv_rate,bl7atotal_reach,sl3aduplicated_reach,blhunduplicated_reach,sl3himpressions,bl7aimpressions,blapimpressions,bl7aunduplicated_reach,slpconversion,slhcv_rate,sl7apduplicated_reach,bl3aconversion,sl7aimpressions,blpunduplicated_reach,bl3hunduplicated_reach,slpunduplicated_reach,bl7pimpressions,bl7pduplicated_reach,blacv_rate,bl7hunduplicated_reach,sl3pcv_rate,blapcv_rate,slptotal_reach,sl3hduplicated_reach,bl3aduplicated_reach,bl3himpressions,slapconversion,blhtotal_reach,blhimpressions,sl3pfrequency,slhconversion,bl7ptotal_reach,bl7hcv_rate,bl7hfrequency,slapfrequency,sl7punduplicated_reach,sl3pduplicated_reach,sl7apcv_rate,sl3hunduplicated_reach,bl7apunduplicated_reach,bl3ptotal_reach,sl7hfrequency,slapcv_rate,bl7hduplicated_reach,blaunduplicated_reach,sl3apduplicated_reach,bl3aunduplicated_reach,sl3aptotal_reach,blpfrequency,bl3atotal_reach,sl3apconversion,slpduplicated_reach,sl7afrequency,slatotal_reach,sl3afrequency,bl3afrequency,sl3punduplicated_reach,slaconversion,blapunduplicated_reach,bl3aptotal_reach,bl7acv_rate,sl7acv_rate,bl3pimpressions,blaconversion,sl7aptotal_reach,bl3pfrequency,blapduplicated_reach,bl3pduplicated_reach,sl3apcv_rate,bl3acv_rate,sl7apfrequency,sl7hcv_rate,blaimpressions,sl3aconversion,bl7himpressions,slpfrequency,sl3acv_rate,sl3pconversion,bl7htotal_reach,sl7himpressions,sl3atotal_reach,bl7hconversion,blaptotal_reach,slpcv_rate,sl7ptotal_reach,slapunduplicated_reach,blpconversion,blpcv_rate,bl3apconversion,bl3apfrequency,bl7aptotal_reach,sl7apimpressions,bl3hconversion,bl3pcv_rate,bl7apimpressions,sl7hconversion,bl7apduplicated_reach,sl3hcv_rate,bl7afrequency,sl3aunduplicated_reach,sl3pimpressions,blapconversion,bl7pconversion,sl3apimpressions,bl7pcv_rate,bl3apimpressions,bl3punduplicated_reach,bl7apcv_rate,sl7apconversion,bl3htotal_reach,slhunduplicated_reach,sl7pcv_rate,bl7pfrequency,bl3apduplicated_reach,slpimpressions,slaimpressions,blpduplicated_reach,blafrequency,blhduplicated_reach,bl7punduplicated_reach,bl3apcv_rate,sl7aconversion,blapfrequency,bl3pconversion,sl3hconversion,sladuplicated_reach,sl7pfrequency,sl3htotal_reach,bl7aconversion,blatotal_reach,sl7aunduplicated_reach,slapduplicated_reach,bl7apconversion,sl7atotal_reach,slacv_rate,bladuplicated_reach,bl3apunduplicated_reach,blpimpressions,bl7aduplicated_reach,bl3aimpressions,sl7htotal_reach,bl7apfrequency,sl7hduplicated_reach,blhcv_rate,blhfrequency,bl3hduplicated_reach,slapimpressions,sl3apfrequency,sl7pconversion,sl3apunduplicated_reach,sl3aimpressions,slaunduplicated_reach
33,33,30,30,0,0,0,0,65215,22311,RANDY CUNNINGHAM: 9TH GRA,ULTIMATE SPIDER-MAN,,,2016-02-21 21:30:00,2016-02-21 21:00:00,0,0,0,0,0.0729,0.213,0.1628,0.1034,0,0,CLOAK & DAGGER,"RANDY C: 13TH CENTURY NINJA, P1 & P2",,,0,0,72916,114815,DISNEYXD,0,,0,0,0,,,0,0,0,0,,0,0,,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,34,0,60,0,0,0,0,66381,0,BUILDING ALASKA,,,,0,2016-02-21 21:00:00,0,0,0,0,0,0.2168,0.2086,0,0,0,,DBAK-303H,,,0,0,0,147153,DIY,0,,0,0,0,,,0,0,0,0,,0,0,,,0,0,0,,0,0,,0,258911,77707,1.6,1.59,215666,0,89141,52725,35345,0,162049,0,34117,93252,1.58,346204,0,0,35345,0,272178,0,0,0,4458,0.0259,19774,0,152467,0,0,116299,0,0,0,0,0.0207,0,205091,94196,0,0,2143,0,0,1.61,4195,0,0,0,1.62,122414,93252,0.0398,77707,0,0,1.58,0.0406,0,0,19774,0,53891,0,0,2143,88792,1.58,90172,1.58,0,122414,2619,0,0,0,0.0272,0,0,53891,0,0,0,0.0398,0,1.63,0.0266,0,2619,0,1.62,0.0272,4458,0,272178,96247,0,0,0.0217,215666,32951,0,0,0,0,0,87803,0,0,0,4574,0,0.0244,0,60902,346204,0,0,87803,0,0,0,0,2143,0,72908,0.0241,0,0,331673,143790,0,0,0,0,0,2619,0,0,4195,35078,1.61,171903,0,0,60902,19774,0,96247,0.029,0,0,0,0,0,171903,0,94196,0,0,0,85666,1.63,5207,34117,152467,55094
35,35,0,60,0,0,0,0,34960,0,HOARDING:BA LAST CHANCE,,,,0,2016-02-21 21:00:00,0,0,0,0,0,0.1142,0.1103,0,0,0,,,,,0,0,0,77776,DLIF,0,,0,0,0,,,0,0,0,0,,0,0,,,0,0,0,,0,0,,0,6207,367,1.56,1.67,4252,0,3614,2057,1817,0,3981,0,712,2764,1.56,6509,0,0,1817,0,6207,0,0,0,0,0,1345,0,4224,0,0,1960,0,0,0,0,0,0,4252,3614,0,0,0,0,0,1.53,0,0,0,0,1.75,1488,2764,0,367,0,0,1.56,0,0,0,1345,0,2057,0,0,0,2292,1.67,2529,1.67,0,1488,0,0,0,0,0,0,0,2057,0,0,0,0,0,1.75,0,0,0,0,1.53,0,0,0,6207,2529,0,0,0,4252,712,0,0,0,0,0,3605,0,0,0,0,0,0,0,712,6509,0,0,3605,0,0,0,0,0,0,367,0,0,0,6509,4224,0,0,0,0,0,0,0,0,0,1345,1.53,3981,0,0,712,1345,0,2529,0,0,0,0,0,0,3981,0,3614,0,0,0,3605,1.75,0,712,4224,1184
36,36,0,60,0,0,0,0,358665,0,TOTAL DIVAS,,,,0,2016-02-21 21:00:00,0,0,0,0,0,1.1712,1.0172,0,0,0,,318,,,0,0,0,717487,E,0,,0,0,0,,,0,0,0,0,,0,0,,,0,0,0,,0,0,,0,183345,70262,1.36,1.4,159973,0,67032,47504,25001,0,134763,0,30963,49699,1.36,225924,0,0,25001,0,192921,0,0,0,1042,0.028,17932,0,122608,0,0,105229,0,0,0,0,0.0168,0,151919,71927,0,0,0,0,0,1.41,3777,0,0,0,1.39,110274,49699,0,70262,0,0,1.36,0,0,0,17932,0,48895,0,0,0,46690,1.4,84231,1.4,0,110274,487,0,0,0,0.0133,0,0,48895,0,0,0,0,0,1.39,0.0347,0,1164,0,1.39,0.0133,2694,0,192921,87552,0,0,0.0069,159973,30721,0,0,0,0,0,67799,0,0,0,4935,0,0.0347,0,62551,225924,0,0,67799,0,0,0,0,0,0,67731,0.0168,0,0,211292,118208,0,0,0,0,0,1164,0,0,4935,23853,1.41,142189,0,0,62551,16783,0,87552,0.0058,0,0,0,0,0,142189,0,71927,0,0,0,65973,1.39,2694,30963,122608,60378
37,37,0,115,0,0,0,0,171974,0,FROM RUSSIA WITH LOVE,,,,0,2016-02-21 20:00:00,0,0,0,0,0,0.5616,0.4456,0,0,0,,FROM RUSSIA WITH LOVE,,,0,0,0,314309,ENC,0,,0,0,0,,,0,0,0,0,,2.4712,10804,GOLDFINGER,GOLDFINGER,110,10:00:00 PM,6.0049,GOLDFINGER,110,10:00:00 PM,GOLDFINGER,10804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,38,0,120,0,0,0,0,344915,0,ESPN ORIGINAL DOCUMENTARY,,,,0,2016-02-21 21:00:00,0,0,0,0,0,1.1263,1.2807,0,0,0,,ESPN FILMS: ITS NOT CRAZY,,,0,0,0,903346,ESPN,150,NBA REGULAR SEASON     L,6:30:00 PM,19079,4.2435,OKLAHOMA CITY/LA LAKERS,NBA REGULAR SEASON     L,150,3.0731,6265,6:30:00 PM,OKLAHOMA CITY/LA LAKERS,0,0,,,0,0,0,,0,0,,0,338060,52672,1.45,1.42,267146,43002,185198,82131,106335,1.32,233642,1365699,22325,188800,1.44,389230,0.0359,728290,106335,672094,348871,866120,456024,473366,8126,0.0524,60220,15975,219270,976043,681720,73576,1774018,406827,0.0225,669996,0.0304,0,258419,189422,238936,1579918,0,1183936,1555659,1.46,12232,1382589,0.0359,1.32,1.38,78346,188800,0,52672,230649,1382589,1.44,0,527771,473008,60220,489354,82545,1.26,728290,0,184843,1.42,148861,1.42,1.19,78346,5816,229368,387783,0.0219,0.0376,1774018,15975,82545,1.28,156459,390839,0,0.0219,1.38,0.0505,834691,5816,1579918,1.46,0.0376,8126,1197767,348871,154579,43002,385827,0.0314,267146,23139,19400,0.0142,0,1.21,387783,114180,43002,0.014,467974,12232,157134,0.0505,1.19,48244,389230,0,19400,114180,0.014,467974,991750,0,0,1197767,48444,0.0304,1.28,156796,377762,211675,389656,1.17,511842,975762,0,5816,1.18,19400,12232,104151,1.46,242094,15975,711400,48244,58992,0,154579,0.0391,238392,230987,1723878,254924,866120,242094,1.21,189422,0.0363,1.31,516047,113607,1.38,8126,22325,219270,44710
39,39,0,60,0,0,0,0,75866,0,POKER,,,,0,2016-02-21 21:00:00,0,0,0,0,0,0.2477,0.332,0,0,0,,2014 WSOP APAC,,,0,0,0,234203,ESPN2,0,,0,0,0,,,0,0,0,0,,0,0,,,0,0,0,,0,0,,0,72209,18641,1.34,1.39,55935,0,33505,16395,16756,0,53889,0,9736,27075,1.34,76376,0,0,16756,0,72209,0,0,0,1311,0.0253,6659,0,48390,0,0,30639,0,0,0,0,0.0234,0,55935,35248,0,0,1311,0,0,1.37,1363,0,0,0,1.37,28860,27075,0.08,18641,0,0,1.34,0.08,0,0,6659,0,16395,0,0,1311,25296,1.39,34703,1.39,0,28860,1311,0,0,0,0.0378,0,0,16395,0,0,0,0.08,0,1.37,0.0253,0,1311,0,1.37,0.0378,1311,0,72209,34703,0,0,0.0234,55935,9736,0,0,0,0,0,22480,0,0,0,1363,0,0.0253,0,17947,76376,0,0,22480,0,0,0,0,1311,0,20384,0.0234,0,0,76376,48390,0,0,0,0,0,1311,0,0,1363,16231,1.37,53889,0,0,17947,6659,0,34703,0.0378,0,0,0,0,0,53889,0,35248,0,0,0,22480,1.37,1311,9736,48390,18472
40,40,0,60,0,0,0,0,0,0,BOXING SERIES,,,,0,2016-02-21 21:00:00,0,0,0,0,0,0,0.0585,0,0,0,,STIVERNE/ARREOLA,,,0,0,0,41234,ESPNDEPORTES,0,,0,0,0,,,0,0,0,0,,0,0,,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,41,0,60,0,0,0,0,75928,0,SPORTSCENTER WEEKEND-PM L,,,,0,2016-02-21 21:00:00,0,0,0,0,0,0.248,0.2932,0,0,0,,,,,0,0,0,206797,ESPNNEWS,0,,0,0,0,,,0,0,0,0,,0,0,,,0,0,0,,0,0,,0,23079,4821,1.3,1.37,17016,0,13145,7133,9600,0,17754,0,468,11479,1.3,22970,0,0,9600,0,23743,0,0,0,0,0,6665,0,15543,0,0,5619,0,0,0,0,0,0,16510,13450,0,0,0,0,0,1.35,0,0,0,0,1.39,5537,11479,0,4821,0,0,1.3,0,0,0,6665,0,7133,0,0,0,10891,1.37,10853,1.37,0,5537,0,0,0,0,0,0,0,7133,0,0,0,0,0,1.39,0,0,0,0,1.35,0,0,0,23743,11360,0,0,0,17016,758,0,0,0,0,0,9922,0,0,0,0,0,0,0,1760,22970,0,0,9922,0,0,0,0,0,0,4609,0,0,0,22295,14867,0,0,0,0,0,0,0,0,0,9012,1.35,18271,0,0,1760,6375,0,11360,0,0,0,0,0,0,18271,0,13450,0,0,0,9922,1.39,0,468,15543,1841
42,42,0,145,0,0,0,0,140908,0,COLLEGE BKBL REG SSN    L,,,,0,2016-02-21 20:33:00,0,0,0,0,0,0.4601,0.393,0,0,0,,ARIZONA STATE/COLORADO,,,0,0,0,277196,ESPNU,0,,0,0,0,,,0,0,0,0,,0,0,,,0,0,0,,0,0,,0,22643,4064,1.28,1.31,18807,0,13598,9488,12847,0,17662,0,1712,13228,1.28,24736,0,0,12847,0,22643,0,0,0,0,0,7776,0,19107,0,0,5579,0,0,0,0,0,0,18807,13598,0,0,0,0,0,1.32,0,0,0,0,1.31,5579,13228,0,4064,0,0,1.28,0,0,0,7776,0,9488,0,0,0,13228,1.31,14560,1.31,0,5579,0,0,0,0,0,0,0,9488,0,0,0,0,0,1.31,0,0,0,0,1.32,0,0,0,22643,14560,0,0,0,18807,1712,0,0,0,0,0,12413,0,0,0,0,0,0,0,1713,24736,0,0,12413,0,0,0,0,0,0,4064,0,0,0,24736,19107,0,0,0,0,0,0,0,0,0,12847,1.32,17662,0,0,1713,7776,0,14560,0,0,0,0,0,0,17662,0,13598,0,0,0,12413,1.31,0,1712,19107,1713
43,43,0,60,0,0,0,0,11779,0,PSYCH,,,,0,2016-02-21 21:00:00,0,0,0,0,0,0.0385,0.0905,0,0,0,,501,,,0,0,0,63845,ESQUIRE,0,,0,0,0,,,0,0,0,0,,0,0,,,0,0,0,,0,0,,0,35047,10002,1.49,1.73,22120,0,14136,4412,7674,0,23600,0,946,10696,1.48,33948,0,0,7674,0,36217,0,0,0,0,0,4073,0,20679,0,0,10439,0,0,0,0,0,0,20768,14506,0,0,0,0,0,1.53,0,0,0,0,1.33,11424,10696,0,10002,0,0,1.48,0,0,0,4073,0,5019,0,0,0,10329,1.71,11500,1.71,0,11424,0,0,0,0,0,0,0,5019,0,0,0,0,0,1.33,0,0,0,0,1.55,0,0,0,36217,12108,0,0,0,22120,339,0,0,0,0,0,6682,0,0,0,0,0,0,0,4434,33948,0,0,6682,0,0,0,0,0,0,9464,0,0,0,32169,19875,0,0,0,0,0,0,0,0,0,7674,1.53,24508,0,0,4434,4073,0,12108,0,0,0,0,0,0,24508,0,14506,0,0,0,5878,1.33,0,946,20679,3826
44,44,0,120,0,0,0,0,7763,0,CINE SUPER ACCION,,,,0,2016-02-21 21:00:00,0,0,0,0,0,0.0254,0.1962,0,0,0,,LOS 3 BATOS MAS BUSCADOS,,,0,0,0,138357,ETV,0,,0,0,0,,,0,0,0,0,,0,0,,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,45,0,60,0,0,0,0,528685,0,ALL-STAR ACADEMY,,,,0,2016-02-21 21:00:00,0,0,0,0,0,1.7265,1.385,0,0,0,,ST-0101H,,,0,0,0,976888,FOOD,60,GUYS GROCERY GAMES,8:00:00 PM,2789,0.6203,GK-0415H,GUYS GROCERY GAMES,60,1.368,2789,8:00:00 PM,GK-0415H,0,0,,,0,0,0,,0,0,,0,896199,230178,1.62,1.61,745187,0,333524,130478,138303,0,552926,0,64183,322495,1.62,1184050,0,0,137939,0,929337,0,0,0,5453,0.0148,74791,0,509546,0,0,403109,0,0,0,0,0.0073,0,713213,344996,0,0,3089,0,0,1.59,8182,0,0,0,1.59,423373,322131,0.0222,230179,0,0,1.62,0.0237,0,0,74791,0,138974,0,0,3089,310104,1.61,298900,1.61,0,423056,4174,0,0,0,0.0132,0,0,138974,0,0,0,0.0222,0,1.6,0.0192,0,4174,0,1.59,0.0132,5453,0,929742,315040,0,0,0.0076,745868,59997,0,0,0,0,0,221864,0,0,0,11036,0,0.0192,0,177101,1183110,0,0,221864,0,0,0,0,3089,0,219402,0.0073,0,0,1133573,482451,0,0,0,0,0,4174,0,0,11036,132149,1.59,575175,0,0,177418,70481,0,315721,0.014,0,0,0,0,0,575476,0,345298,0,0,0,207200,1.6,5453,64183,508606,166751
46,46,0,60,0,0,0,0,1471203,0,LAST MAN ON EARTH,,,,0,2016-02-21 21:00:00,0,0,0,0,0,4.8043,4.8383,0,0,0,,,,,0,0,0,3412664,FOX,0,,0,0,0,,,0,0,0,0,,0,0,,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,47,0,60,0,0,0,0,4117,0,WAR STORIES W/OLIVR NORTH,,,,0,2016-02-21 21:00:00,0,0,0,0,0,0.0134,0.0599,0,0,0,,,,,0,0,0,42247,FOXBUSINESS,60,WAR STORIES W/OLIVR NORTH,8:00:00 PM,2897,0.6443,,,0,0,0,0,,0,0,,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,48,0,60,0,0,0,0,0,0,CENTRAL FOX WKND,,,,0,2016-02-21 21:00:00,0,0,0,0,0,0,0.049,0,0,0,,,,,0,0,0,34544,FOXDEPORTES,0,,0,0,0,,,0,0,0,0,,0,0,,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,49,0,60,0,0,0,0,0,0,ACOMPLEJADOS,,,,0,2016-02-21 21:00:00,0,0,0,0,0,0,0.0262,0,0,0,,,,,0,0,0,18499,FOXL,0,,0,0,0,,,0,0,0,0,,0,0,,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,50,0,136,0,0,0,0,48725,0,FXM PRIME MOVIE,,,,0,2016-02-21 20:00:00,0,0,0,0,0,0.1591,0.2228,0,0,0,,DESCENDANTS,,,0,0,0,157119,FOXMOVIE,0,,0,0,0,,,0,0,0,0,,0,0,,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,51,0,60,0,0,0,0,91028,0,GRETA INVESTIGATES,,,,0,2016-02-21 21:00:00,0,0,0,0,0,0.2973,0.2646,0,0,0,,,,,0,0,0,186647,FOXNEWS,0,,0,0,0,,,0,0,0,0,,0,0,,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,52,22,128,0,129,106980,0,86985,28425,COLL BSKTBL: PAC 12 L,FOX COLLEGE HOOP BRIDGE L,COLL BSKTBL: PAC 12 L,,2016-02-21 21:08:00,2016-02-21 19:00:00,0,0,0.3494,2016-02-21 21:30:00,0.0928,0.2841,0.2915,0.0941,0.238,0,,OREGON/STANFORD,,WASHINGTON ST/UCLA,0,167890,66375,205637,FS1,0,,0,0,0,,,0,0,0,0,,0,0,,,0,0,0,,0,0,,0,9119,4166,1.29,1.31,7677,0,2885,559,589,0,7051,0,559,1179,1.29,10032,0,0,589,0,9119,0,0,0,0,0,0,0,6079,0,0,6498,0,0,0,0,0,0,7677,2885,0,0,0,0,0,1.31,0,0,0,0,1.34,6498,1179,0,4166,0,0,1.29,0,0,0,0,0,559,0,0,0,1179,1.31,4655,1.31,0,6498,0,0,0,0,0,0,0,559,0,0,0,0,0,1.34,0,0,0,0,1.31,0,0,0,9119,4655,0,0,0,7677,559,0,0,0,0,0,748,0,0,0,0,0,0,0,4066,10032,0,0,748,0,0,0,0,0,0,4166,0,0,0,10032,6079,0,0,0,0,0,0,0,0,0,589,1.31,7051,0,0,4066,0,0,4655,0,0,0,0,0,0,7051,0,2885,0,0,0,748,1.34,0,559,6079,4066
53,53,30,30,0,0,0,0,7508,3221,MONSTER SUP BEHIND DREAM,MONSTER SUP BEHIND DREAM,,,2016-02-21 21:30:00,2016-02-21 21:00:00,0,0,0,0,0.0105,0.0245,0.0416,0.0095,0,0,RYAN DUNGEY,KEN ROCZEN,,,0,0,6697,29346,FS2,0,,0,0,0,,,0,0,0,0,,0,0,,,0,0,0,,0,0,,0,555,0,1.28,1.32,488,0,432,488,488,0,432,0,0,488,1.28,643,0,0,488,0,555,0,0,0,0,0,488,0,643,0,0,0,0,0,0,0,0,0,488,432,0,0,0,0,0,1.32,0,0,0,0,1.32,0,488,0,0,0,0,1.28,0,0,0,488,0,488,0,0,0,488,1.32,488,1.32,0,0,0,0,0,0,0,0,0,488,0,0,0,0,0,1.32,0,0,0,0,1.32,0,0,0,555,488,0,0,0,488,0,0,0,0,0,0,643,0,0,0,0,0,0,0,0,643,0,0,643,0,0,0,0,0,0,0,0,0,0,643,643,0,0,0,0,0,0,0,0,0,488,1.32,432,0,0,0,488,0,488,0,0,0,0,0,0,432,0,432,0,0,0,643,1.32,0,0,643,0
