,Unnamed: 0,duration1,duration0,duration3,duration2,apviewers2,apviewers3,apviewers0,apviewers1,program0,program1,program2,program3,airtime1,airtime0,papviewers3,airtime3,papviewers2,airtime2,papviewers1,papviewers0,paviewers0,paviewers1,paviewers2,paviewers3,episode1,episode0,episode3,episode2,aviewers3,aviewers2,aviewers1,aviewers0,network,inaduration,inaprogram,inaairtime,inaviewers,inpaviewers,inaepisode,inapprogram,inapduration,inpapviewers,inapviewers,inapairtime,inapepisode,outpaviewers,outaviewers,outaepisode,outaprogram,outaduration,outaairtime,outpapviewers,outapprogram,outapduration,outapairtime,outapepisode,outapviewers,slhimpressions,sl7hunduplicated_reach,slhfrequency,slafrequency,sl3ptotal_reach,blhconversion,slhduplicated_reach,slaptotal_reach,sl7aduplicated_reach,bl3hfrequency,slhtotal_reach,blptotal_reach,sl7apunduplicated_reach,sl7pduplicated_reach,sl3hfrequency,sl7pimpressions,bl3hcv_rate,bl7atotal_reach,sl3aduplicated_reach,blhunduplicated_reach,sl3himpressions,bl7aimpressions,blapimpressions,bl7aunduplicated_reach,slpconversion,slhcv_rate,sl7apduplicated_reach,bl3aconversion,sl7aimpressions,blpunduplicated_reach,bl3hunduplicated_reach,slpunduplicated_reach,bl7pimpressions,bl7pduplicated_reach,blacv_rate,bl7hunduplicated_reach,sl3pcv_rate,blapcv_rate,slptotal_reach,sl3hduplicated_reach,bl3aduplicated_reach,bl3himpressions,slapconversion,blhtotal_reach,blhimpressions,sl3pfrequency,slhconversion,bl7ptotal_reach,bl7hcv_rate,bl7hfrequency,slapfrequency,sl7punduplicated_reach,sl3pduplicated_reach,sl7apcv_rate,sl3hunduplicated_reach,bl7apunduplicated_reach,bl3ptotal_reach,sl7hfrequency,slapcv_rate,bl7hduplicated_reach,blaunduplicated_reach,sl3apduplicated_reach,bl3aunduplicated_reach,sl3aptotal_reach,blpfrequency,bl3atotal_reach,sl3apconversion,slpduplicated_reach,sl7afrequency,slatotal_reach,sl3afrequency,bl3afrequency,sl3punduplicated_reach,slaconversion,blapunduplicated_reach,bl3aptotal_reach,bl7acv_rate,sl7acv_rate,bl3pimpressions,blaconversion,sl7aptotal_reach,bl3pfrequency,blapduplicated_reach,bl3pduplicated_reach,sl3apcv_rate,bl3acv_rate,sl7apfrequency,sl7hcv_rate,blaimpressions,sl3aconversion,bl7himpressions,slpfrequency,sl3acv_rate,sl3pconversion,bl7htotal_reach,sl7himpressions,sl3atotal_reach,bl7hconversion,blaptotal_reach,slpcv_rate,sl7ptotal_reach,slapunduplicated_reach,blpconversion,blpcv_rate,bl3apconversion,bl3apfrequency,bl7aptotal_reach,sl7apimpressions,bl3hconversion,bl3pcv_rate,bl7apimpressions,sl7hconversion,bl7apduplicated_reach,sl3hcv_rate,bl7afrequency,sl3aunduplicated_reach,sl3pimpressions,blapconversion,bl7pconversion,sl3apimpressions,bl7pcv_rate,bl3apimpressions,bl3punduplicated_reach,bl7apcv_rate,sl7apconversion,bl3htotal_reach,slhunduplicated_reach,sl7pcv_rate,bl7pfrequency,bl3apduplicated_reach,slpimpressions,slaimpressions,blpduplicated_reach,blafrequency,blhduplicated_reach,bl7punduplicated_reach,bl3apcv_rate,sl7aconversion,blapfrequency,bl3pconversion,sl3hconversion,sladuplicated_reach,sl7pfrequency,sl3htotal_reach,bl7aconversion,blatotal_reach,sl7aunduplicated_reach,slapduplicated_reach,bl7apconversion,sl7atotal_reach,slacv_rate,bladuplicated_reach,bl3apunduplicated_reach,blpimpressions,bl7aduplicated_reach,bl3aimpressions,sl7htotal_reach,bl7apfrequency,sl7hduplicated_reach,blhcv_rate,blhfrequency,bl3hduplicated_reach,slapimpressions,sl3apfrequency,sl7pconversion,sl3apunduplicated_reach,sl3aimpressions,slaunduplicated_reach
12,12,30,30,0,0,0,0,23838,8155,CHOWDER,CHOWDER,,,2016-02-21 21:30:00,2016-02-21 21:00:00,0,0,0,0,0.0266,0.0778,0.0893,0.047,0,0,,,,,0,0,33120,62954,BOOMERANG,0,,0,0,0,,,0,0,0,0,,0,0,,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13,0,120,0,0,0,0,169153,0,SUN MOVIE PT B,,,,0,2016-02-21 21:00:00,0,0,0,0,0,0.5524,0.4782,0,0,0,,FOREIGNER 2: BLACK DAWN,,,0,0,0,337277,BOUNCE,0,,0,0,0,,,0,0,0,0,,0,0,,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,14,0,60,0,0,0,0,619541,0,THICKER THAN WATER,,,,0,2016-02-21 21:00:00,0,0,0,0,0,2.0232,1.5597,0,0,0,,207 TANKARD ROAD DIARIES,,,0,0,0,1100108,BRAVO,60,REAL HOUSEWIVES ATLANTA,8:00:00 PM,29319,6.5211,715 CHOCOLATE DOES A BODY GOOD,REAL HOUSEWIVES ATLANTA,60,10.7332,21881,8:00:00 PM,715 CHOCOLATE DOES A BODY GOOD,4.8137,21045,811 ROMEO MILLER,MILLIONAIRE MATCHMAKER,60,10:00:00 PM,11.6972,MILLIONAIRE MATCHMAKER,60,10:00:00 PM,811 ROMEO MILLER,21045,99865,32432,1.42,1.43,80645,0,40317,27098,27353,0,70512,0,7498,40471,1.43,121425,0,0,27353,0,109423,0,0,0,0,0,19928,0,70976,0,0,37912,0,0,0,0,0,0,74695,43996,0,0,0,0,0,1.51,0,0,0,0,1.47,40174,40471,0,32432,0,0,1.43,0,0,0,19928,0,27426,0,0,0,36783,1.46,45592,1.46,0,40174,0,0,0,0,0,0,0,27426,0,0,0,0,0,1.47,0.013,0,0,0,1.5,0,0,0,109423,48559,0,0,0,80645,7170,0,0,0,0,0,40314,0,0,0,990,0,0.013,0,21206,121425,0,0,40314,0,0,0,0,0,0,30195,0,0,0,111691,65162,0,0,0,0,0,0,0,0,990,25526,1.51,76428,0,0,21206,19928,0,48559,0,0,0,0,0,0,76428,0,43996,0,0,0,39874,1.47,0,7498,70976,20066
15,15,30,30,0,0,0,0,135297,150536,KING OF THE HILL,BOBS BURGERS,,,2016-02-21 21:30:00,2016-02-21 21:00:00,0,0,0,0,0.4916,0.4418,0.6392,0.6532,0,0,,,,,0,0,460735,450832,CARTOON,30,KING OF THE HILL,8:30:00 PM,20216,4.4963,,,0,0,0,0,,0,0,,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,16,0,60,0,0,0,0,1630069,0,"GOOD WIFE, THE",,,,0,2016-02-21 21:00:00,0,0,0,0,0,5.3231,3.4451,0,0,0,,,,,0,0,0,2429986,CBS,60,MADAM SECRETARY,8:00:00 PM,15586,3.4666,,MADAM SECRETARY,60,7.6452,15586,8:00:00 PM,,2.0925,9148,,BATTLE CREEK,60,10:00:00 PM,2.6418,BATTLE CREEK,60,10:00:00 PM,,4753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,17,0,180,0,0,0,0,40550,0,MOVIE OF THE WEEK 2HR,,,,0,2016-02-21 20:00:00,0,0,0,0,0,0.1324,0.1004,0,0,0,,GEORGE MCKENNA STORY,,,0,0,0,70782,CENTRIC,0,,0,0,0,,,0,0,0,0,,0,0,,,0,0,0,,0,0,,0,67308,7239,2.28,1.72,41813,0,22748,11505,6169,0,29560,0,6184,21518,2.29,113514,0,0,6169,0,68530,0,0,0,0,0,5982,0,28064,0,0,20146,0,0,0,0,0,0,41450,22953,0,0,0,0,0,2.69,0,0,0,0,1.64,20921,21518,0,6956,0,0,2.28,0,0,0,5982,0,11868,0,0,0,21304,1.76,15258,1.77,0,20295,0,0,0,0,0,0,0,12166,0,0,0,0,0,1.7,0,0,0,0,2.68,0,0,0,68911,15620,0,0,0,42439,5736,0,0,0,0,0,20695,0,0,0,0,0,0,0,9451,112612,0,0,20271,0,0,0,0,0,0,6812,0,0,0,111264,26292,0,0,0,0,0,0,0,0,0,5956,2.67,29909,0,0,9749,5769,0,15918,0,0,0,0,0,0,30192,0,22953,0,0,0,18923,1.71,0,5886,27640,9302
18,18,0,60,0,0,0,0,10128,0,X-FILES,,,,0,2016-02-21 21:00:00,0,0,0,0,0,0.0331,0.0278,0,0,0,,211 EXCELSIUS DEI,,,0,0,0,19636,CHILLER,0,,0,0,0,,,0,0,0,0,,0,0,,,0,0,0,,0,0,,0,18238,3502,1.38,1.47,9527,0,9754,5995,2572,0,13256,0,3423,5765,1.38,13865,0,0,2572,0,18238,0,0,0,0,0,2572,0,8818,0,0,3762,0,0,0,0,0,0,9527,9754,0,0,0,0,0,1.46,0,0,0,0,1.47,3762,5765,0,3502,0,0,1.38,0,0,0,2572,0,5995,0,0,0,5765,1.47,5995,1.47,0,3762,0,0,0,0,0,0,0,5995,0,0,0,0,0,1.47,0,0,0,0,1.46,0,0,0,18238,5995,0,0,0,9527,3423,0,0,0,0,0,8818,0,0,0,0,0,0,0,3423,13865,0,0,8818,0,0,0,0,0,0,3502,0,0,0,13865,8818,0,0,0,0,0,0,0,0,0,2572,1.46,13256,0,0,3423,2572,0,5995,0,0,0,0,0,0,13256,0,9754,0,0,0,8818,1.47,0,3423,8818,3423
19,19,0,60,0,0,0,0,6121,0,SUITS,,,,0,2016-02-21 21:00:00,0,0,0,0,0,0.02,0.0087,0,0,0,,309 BAD FAITH,,,0,0,0,6121,CLOO,0,,0,0,0,,,0,0,0,0,,0,0,,,0,0,0,,0,0,,0,15575,3178,1.7,2.03,11166,0,5977,4983,4983,0,9155,0,0,8004,1.7,18265,0,0,4983,0,15575,0,0,0,0,0,4983,0,10127,0,0,3162,0,0,0,0,0,0,11166,5977,0,0,0,0,0,1.64,0,0,0,0,2.03,3162,8004,0,3178,0,0,1.7,0,0,0,4983,0,4983,0,0,0,8004,2.03,4983,2.03,0,3162,0,0,0,0,0,0,0,4983,0,0,0,0,0,2.03,0,0,0,0,1.64,0,0,0,15575,4983,0,0,0,11166,0,0,0,0,0,0,10127,0,0,0,0,0,0,0,0,18265,0,0,10127,0,0,0,0,0,0,3178,0,0,0,18265,10127,0,0,0,0,0,0,0,0,0,4983,1.64,9155,0,0,0,4983,0,4983,0,0,0,0,0,0,9155,0,5977,0,0,0,10127,2.03,0,0,10127,0
20,20,0,120,0,0,0,0,221259,0,CMT MOVIES,,,,0,2016-02-21 21:00:00,0,0,0,0,0,0.7225,0.6927,0,0,0,,ACE VENTURA PET DETECTIVE,,,0,0,0,488584,CMTV,0,,0,0,0,,,0,0,0,0,,0,0,,,0,0,0,,0,0,,0,11597,1659,1.36,1.33,8895,0,6840,3071,6216,2.01,8499,1344902,1624,7271,1.36,12462,0,709404,6216,571309,11597,1303514,586706,446818,507,0.0566,1447,0,10427,889635,601306,1624,2945651,473050,0,586000,0.057,0,8895,6840,244803,2173606,0,1051262,2095213,1.4,481,1416448,0,2.01,1.33,1624,7271,0,1659,176454,1398664,1.36,0,512362,404562,1447,446817,3071,2.08,691620,0,7271,1.33,7839,1.33,1.86,1624,507,174583,300014,0,0.0647,2926909,0,3071,2.09,123560,455267,0,0,1.33,0.0566,1192224,507,2203214,1.4,0.0647,507,1098362,11597,7839,0,298143,0.057,8895,1624,0,0,0,2.08,300014,4088,0,0,624432,481,123560,0.0566,1.84,1623,12462,0,0,4088,0,624432,943397,0,0,1081796,1659,0.057,2.08,123560,12462,10427,455267,1.84,479953,943398,0,507,1.97,0,481,6216,1.4,8499,0,649365,1623,1447,0,7839,0.0647,244803,176454,2794269,262586,1284772,8499,2.08,6840,0,1.99,480490,4088,1.33,507,1624,10427,1623
21,21,0,60,0,0,0,0,82724,0,MARIJUANA COUNTRY,,,,0,2016-02-21 21:00:00,0,0,0,0,0,0.2701,0.2582,0,0,0,,,,,0,0,0,182154,CNBC,0,,0,0,0,,,0,0,0,0,,0,0,,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,22,0,60,0,0,0,0,248446,0,FINDING JESUS,,,,0,2016-02-21 21:00:00,0,0,0,0,0,0.8113,0.8561,0,0,0,,SHROUD OF TURIN,,,0,0,0,603829,CNN,0,,0,0,0,,,0,0,0,0,,0,0,,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,23,30,30,0,0,0,0,96860,118921,SOUTH PARK,SOUTH PARK,,,2016-02-21 21:30:00,2016-02-21 21:00:00,0,0,0,0,0.3883,0.3163,0.5027,0.5221,0,0,1306 SOUTH PARK,SOUTH PARK 607,,,0,0,368277,354568,COMEDY,30,SOUTH PARK,8:30:00 PM,1997,0.4442,SOUTH PARK 606,SOUTH PARK,30,0.9796,1997,8:30:00 PM,SOUTH PARK 606,3.2428,14177,IMAGINATION LAND,SOUTH PARK,90,10:00:00 PM,1.11,SOUTH PARK,90,10:00:00 PM,IMAGINATION LAND,1997,305841,105327,1.35,1.38,287410,0,124294,55799,62373,0,226046,0,29716,101466,1.35,409829,0,0,62373,0,319925,0,0,0,1349,0.0101,29258,0,231875,0,0,180217,0,0,0,0,0.0047,0,274043,130865,0,0,208,0,0,1.43,2274,0,0,0,1.34,185944,101466,0.0035,105327,0,0,1.35,0.0037,0,0,29258,0,58974,0,0,208,93826,1.39,160195,1.39,0,185944,208,0,0,0,0.0012,0,0,58974,0,0,0,0.0035,0,1.34,0.0096,0,208,0,1.43,0.0012,1349,0,319925,166984,0,0,0.0049,287410,30467,0,0,0,0,0,78809,0,0,0,2274,0,0.0096,0,104611,409829,0,0,78809,0,0,0,0,208,0,101752,0.0047,0,0,390828,221665,0,0,0,0,0,208,0,0,2274,57166,1.43,236192,0,0,104611,25332,0,166984,0.0013,0,0,0,0,0,236192,0,130865,0,0,0,74586,1.34,1349,29716,231875,103029
24,24,30,30,0,0,0,0,39274,34605,BEST THING I EVER ATE,BEST THING I EVER ATE,,,2016-02-21 21:30:00,2016-02-21 21:00:00,0,0,0,0,0.113,0.1283,0.1285,0.1382,0,0,CCEVE-412F,CCEVE-301F,,,0,0,97504,90667,COOK,0,,0,0,0,,,0,0,0,0,,0,0,,,0,0,0,,0,0,,0,86200,22440,1.38,1.35,89854,0,41391,22510,26810,0,62679,0,7598,48551,1.38,126113,0,0,26810,0,91499,0,0,0,1854,0.03,16880,0,58606,0,0,38753,0,0,0,0,0.0278,0,83723,43738,0,0,0,0,0,1.4,1883,0,0,0,1.36,41303,48551,0,22440,0,0,1.38,0,0,0,16880,0,24478,0,0,0,44970,1.39,39877,1.39,0,41303,0,0,0,0,0,0,0,24478,0,0,0,0,0,1.43,0.0527,0,0,0,1.39,0,2498,0,91499,42244,0,0,0.0221,89854,6300,0,0,0,0,0,34964,0,0,0,3485,0,0.0527,0,15434,126113,0,0,34964,0,0,0,0,0,0,21288,0.0278,0,0,116332,53835,0,0,0,0,0,0,0,0,3485,24708,1.4,66178,0,0,15434,16210,0,42244,0,0,0,0,0,0,66178,0,43738,0,0,0,30723,1.43,2498,7598,58606,15169
25,25,0,150,0,0,0,0,35442,0,COZI MOVIE SUN B,,,,0,2016-02-21 21:00:00,0,0,0,0,0,0.1157,0.0691,0,0,0,,SHAMPOO,,,0,0,0,48725,COZ,0,,0,0,0,,,0,0,0,0,,0,0,,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,26,0,60,0,0,0,0,114252,0,GHOSTS IN MY HOUSE,,,,0,2016-02-21 21:00:00,0,0,0,0,0,0.3731,0.364,0,0,0,,,,,0,0,0,256753,DAM,0,,0,0,0,,,0,0,0,0,,0,0,,,0,0,0,,0,0,,0,118045,38481,1.38,1.39,105675,0,49442,15005,28968,0,85567,0,6447,54183,1.4,160691,0,0,28968,0,122314,0,0,0,372,0.0044,8558,0,75087,0,0,50637,0,0,0,0,0.0084,0,102593,51659,0,0,0,0,0,1.46,375,0,0,0,1.47,56642,54183,0,35897,0,0,1.39,0,0,0,8558,0,15005,0,0,0,51956,1.45,47965,1.45,0,51492,0,0,0,0,0.01,0,0,15005,0,0,0,0,0,1.47,0.0146,0,518,0,1.42,0.0106,890,0,125584,49067,0,0,0.0036,110825,6447,0,0,0,0,0,22019,0,0,0,1316,0,0.0095,0,20099,153863,0,0,22019,0,0,0,0,0,0,36125,0.008,0,0,145814,66517,0,0,0,0,0,518,0,0,833,27580,1.45,87556,0,0,22985,8558,0,51953,0,0,0,0,0,0,90140,0,51659,0,0,0,22019,1.47,890,6447,71254,20385
27,27,0,120,0,0,0,0,172534,0,"PRINCESS BRIDE, THE",,,,0,2016-02-21 21:00:00,0,0,0,0,0,0.5634,0.5421,0,0,0,,,,,0,0,0,382387,DFC,0,,0,0,0,,,0,0,0,0,,0,0,,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,28,0,60,0,0,0,0,512080,0,ALASKA: THE LAST FRONTIER,,,,0,2016-02-21 21:00:00,0,0,0,0,0,1.6722,1.7938,0,0,0,,,,,0,0,0,1265243,DISC,0,,0,0,0,,,0,0,0,0,,4.4185,19317,RELOAD,ALASKAN BUSH PEOPLE,60,10:00:00 PM,5.0657,ALASKAN BUSH PEOPLE,60,10:00:00 PM,RELOAD,9114,340105,76855,1.36,1.35,328712,34342,179608,88269,108537,1.32,250036,2246612,28949,191459,1.36,453461,0.0203,1118939,108537,929692,352351,1477036,609493,674234,442,0.0158,60354,16258,257229,1397486,977088,132154,3089802,865512,0.0133,987555,0.0013,0,319562,181699,444705,2389673,0,1737896,2296585,1.38,3944,2361023,0.0217,1.32,1.34,137253,191459,0,76855,284311,2339988,1.36,0,827604,619353,60354,663986,89303,1.3,1108691,0,187408,1.36,184193,1.36,1.32,137253,0,247176,499768,0.0145,0,3067750,14049,89303,1.31,213351,865512,0,0.0147,1.34,0.0162,1376159,0,2400439,1.38,0,442,1815159,352351,189531,39463,460527,0.0014,328712,28426,23438,0.0104,2208,1.31,499768,119664,36665,0.011,654720,4186,215457,0.0162,1.32,80994,453461,0,31379,119664,0.0133,654720,1474476,0.0044,0,1804692,70428,0.0013,1.31,215457,440053,248841,849126,1.3,808204,1495511,0.0044,0,1.32,25646,4186,106147,1.38,258554,16258,1057731,80994,59843,2208,189531,0,438378,284311,2928658,444705,1466333,258554,1.31,181699,0.0198,1.32,827604,118287,1.34,442,28949,257229,78046
29,29,0,120,0,0,0,0,39459,0,DISCOVERY A FONDO,,,,0,2016-02-21 21:00:00,0,0,0,0,0,0.1289,0.4916,0,0,0,,SIRENAS,,,0,0,0,346780,DISCESP,0,,0,0,0,,,0,0,0,0,,0,0,,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,30,0,60,0,0,0,0,0,0,EMBARAZO SECRETO,,,,0,2016-02-21 21:00:00,0,0,0,0,0,0,0.0399,0,0,0,,,,,0,0,0,28122,DISCFAM,0,,0,0,0,,,0,0,0,0,,0,0,,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,31,30,30,0,0,0,0,196703,114789,I DIDNT DO IT,GIRL MEETS WORLD,,,2016-02-21 21:30:00,2016-02-21 21:00:00,0,0,0,0,0.3749,0.6423,0.5217,0.3391,0,0,GIRL MEETS GAME NIGHT,NOT-SO-SECRET LIVES OF MOSQUITOS AND MUS,,,0,0,239196,368006,DISNEY,0,,0,0,0,,,0,0,0,0,,0,0,,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,32,25,25,0,0,0,0,42436,33152,MICKEY MOUSE CLUBHOUSE,MICKEY MOUSE CLUBHOUSE,,,2016-02-21 21:30:00,2016-02-21 21:00:00,0,0,0,0,0.1083,0.1386,0.153,0.1328,0,0,FANCY DANCIN GOOFY,DONALDS HICCUPS,,,0,0,93689,107949,DISNEYJR,0,,0,0,0,,,0,0,0,0,,0,0,,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
