city,csindex,date,rawdata
Atlanta,100.0,"Jan , 2000",-0.10819133338135796
Atlanta,99.32148626674672,"Feb , 2000",-0.09948309411575235
Atlanta,98.2547322371007,"Mar , 2000",-0.09086230280360126
Atlanta,98.11819585548409,"Apr , 2000",-0.08232764879990678
Atlanta,97.5702232648346,"May , 2000",-0.07387784752090301
Atlanta,97.3352670395342,"Jun , 2000",-0.0655116397994997
Atlanta,96.21626608873949,"Jul , 2000",-0.0572277912597596
Atlanta,95.1727179435416,"Aug , 2000",-0.049025091709760965
Atlanta,93.89779306478658,"Sep , 2000",-0.040902354552215026
Atlanta,93.0884492582639,"Oct , 2000",-0.03285841621223612
Atlanta,92.300079272456,"Nov , 2000",-0.024892135581684068
Atlanta,91.3857984533055,"Dec , 2000",-0.017002393479524314
Atlanta,90.4691043180846,"Jan , 2001",-0.009187718833060372
Atlanta,90.3489304637352,"Feb , 2001",-0.012201403127240803
Atlanta,90.2886136952631,"Mar , 2001",-0.015173898739425436
Atlanta,90.648114463657,"Apr , 2001",-0.01810604434054469
Atlanta,90.85448451769649,"May , 2001",-0.02099865598602245
Atlanta,91.3672595119608,"Jun , 2001",-0.023852527872980055
Atlanta,91.41180396379879,"Jul , 2001",-0.02666843306722012
Atlanta,91.45601310704599,"Aug , 2001",-0.029447124201388872
Atlanta,91.4258217248567,"Sep , 2001",-0.03218933414563605
Atlanta,91.20727560314751,"Oct , 2001",-0.03489577665203766
Atlanta,90.81064638693121,"Nov , 2001",-0.03756714697396126
Atlanta,90.3437134562784,"Dec , 2001",-0.04020412246151072
Atlanta,90.1477875383044,"Jan , 2002",-0.04280748729084947
Atlanta,90.12775127192758,"Feb , 2002",-0.04510474731876256
Atlanta,89.9954246648344,"Mar , 2002",-0.04737007765730574
Atlanta,89.8803011177598,"Apr , 2002",-0.049604139399835004
Atlanta,89.9652448941757,"May , 2002",-0.05180757551451468
Atlanta,90.144517310918,"Jun , 2002",-0.05398101146126104
Atlanta,90.1801707529344,"Jul , 2002",-0.056125055783657354
Atlanta,90.0662839843153,"Aug , 2002",-0.058240300677017624
Atlanta,89.7266737963912,"Sep , 2002",-0.06032732253370903
Atlanta,89.4056507070035,"Oct , 2002",-0.062386682466795206
Atlanta,89.0487219142547,"Nov , 2002",-0.06441892681298995
Atlanta,88.6563620332945,"Dec , 2002",-0.06642458761587831
Atlanta,88.4287362105671,"Jan , 2003",-0.06840427749378852
Atlanta,88.37640054648209,"Feb , 2003",-0.06883262245070679
Atlanta,88.70711280672491,"Mar , 2003",-0.06925925320373331
Atlanta,88.7386146251025,"Apr , 2003",-0.06968418002248929
Atlanta,89.2280691327549,"May , 2003",-0.07010741309472684
Atlanta,89.4492345519257,"Jun , 2003",-0.07052896252714269
Atlanta,89.6468892065585,"Jul , 2003",-0.07094883834618476
Atlanta,89.79834388566509,"Aug , 2003",-0.07136705049884552
Atlanta,89.93416039440729,"Sep , 2003",-0.07178360885344702
Atlanta,89.6983443086701,"Oct , 2003",-0.07219852320041807
Atlanta,89.5994051213664,"Nov , 2003",-0.07261180325306074
Atlanta,89.3572638351582,"Dec , 2003",-0.07302345864830945
Atlanta,89.49291848755459,"Jan , 2004",-0.07343351859087953
Atlanta,90.6112611626273,"Feb , 2004",-0.08330474203847366
Atlanta,92.090897394854,"Mar , 2004",-0.09321312357473874
Atlanta,94.1026207993149,"Apr , 2004",-0.10315887340571296
Atlanta,95.96092117897791,"May , 2004",-0.11314220332596195
Atlanta,97.732057153557,"Jun , 2004",-0.12316332673361716
Atlanta,99.6570896758008,"Jul , 2004",-0.13322245864557908
Atlanta,101.54398767651699,"Aug , 2004",-0.14331981571289557
Atlanta,103.38278109795401,"Sep , 2004",-0.15345561623631696
Atlanta,104.755033022283,"Oct , 2004",-0.16363008018202738
Atlanta,106.25271830053002,"Nov , 2004",-0.17384342919755874
Atlanta,108.021207453876,"Dec , 2004",-0.1840958866278828
Atlanta,109.886197183099,"Jan , 2005",-0.1943881724873097
Atlanta,111.144225306423,"Feb , 2005",-0.20229633935805635
Atlanta,112.53194883825199,"Mar , 2005",-0.21018139094610475
Atlanta,114.60790656218501,"Apr , 2005",-0.21804342845124308
Atlanta,116.701436422839,"May , 2005",-0.22588255248337724
Atlanta,119.025991544916,"Jun , 2005",-0.23369886306682175
Atlanta,120.541358539216,"Jul , 2005",-0.2414924596445554
Atlanta,122.06480409635799,"Aug , 2005",-0.24926344108243723
Atlanta,123.14008367389299,"Sep , 2005",-0.2570119056733885
Atlanta,124.388347524665,"Oct , 2005",-0.26473795114153575
Atlanta,125.717500551248,"Nov , 2005",-0.2724416746463197
Atlanta,127.24704774826799,"Dec , 2005",-0.2801231727865669
Atlanta,128.805096918489,"Jan , 2006",-0.2877829087261054
Atlanta,128.598456240537,"Feb , 2006",-0.28937253929955886
Atlanta,128.38271177721398,"Mar , 2006",-0.29094955018504953
Atlanta,129.031135521327,"Apr , 2006",-0.29251409106535
Atlanta,129.990711869445,"May , 2006",-0.29406630926536115
Atlanta,131.02515761178302,"Jun , 2006",-0.29560634979835915
Atlanta,131.66559015938802,"Jul , 2006",-0.2971343554111555
Atlanta,131.797145708676,"Aug , 2006",-0.2986504666282052
Atlanta,131.403021512339,"Sep , 2006",-0.3001548217946863
Atlanta,130.816073232976,"Oct , 2006",-0.30164755711858393
Atlanta,130.056686926467,"Nov , 2006",-0.3031288067117999
Atlanta,129.667609957883,"Dec , 2006",-0.3045987026303197
Atlanta,128.903151618399,"Jan , 2007",-0.3060574446626834
