city,csindex,date,rawdata
Atlanta,100.0,"Jan , 2000",0.1297939732907203
Atlanta,103.13615157217501,"Feb , 2000",0.12772133526850507
Atlanta,102.25664844978701,"Mar , 2000",0.12557596880907368
Atlanta,102.30633863212,"Apr , 2000",0.12328540488509208
Atlanta,101.95113318226,"May , 2000",0.12098009188361408
Atlanta,102.386046493693,"Jun , 2000",0.12212586643866989
Atlanta,102.909906092472,"Jul , 2000",0.12329913853459559
Atlanta,102.87077843057,"Aug , 2000",0.1244309559939302
Atlanta,103.310769995433,"Sep , 2000",0.11805668255115756
Atlanta,104.259343663316,"Oct , 2000",0.11184899381804085
Atlanta,105.195530637001,"Nov , 2000",0.10614525139664804
Atlanta,105.747667357241,"Dec , 2000",0.1070670391061452
Atlanta,106.420204231903,"Jan , 2001",0.10801675977653635
Atlanta,106.916974993547,"Feb , 2001",0.10893854748603352
Atlanta,105.880837093487,"Mar , 2001",0.11009722835138855
Atlanta,105.324884540887,"Apr , 2001",0.11133864900585318
Atlanta,104.642840598946,"May , 2001",0.11259259259259259
Atlanta,105.369354387069,"Jun , 2001",0.11543207123637927
Atlanta,106.630442907353,"Jul , 2001",0.11837806388089098
Atlanta,107.260756663862,"Aug , 2001",0.12125748502994012
Atlanta,107.72855664194701,"Sep , 2001",0.1178233231995578
Atlanta,107.984110490381,"Oct , 2001",0.1144827781154156
Atlanta,108.01625909556499,"Nov , 2001",0.11141678129298486
Atlanta,108.289891265018,"Dec , 2001",0.11506429291603948
Atlanta,109.043315143065,"Jan , 2002",0.1188537664535278
Atlanta,109.941910880079,"Feb , 2002",0.12256267409470752
Atlanta,108.800915446348,"Mar , 2002",0.11967164474334889
Atlanta,107.673042611935,"Apr , 2002",0.11660427692440077
Atlanta,106.847376767687,"May , 2002",0.11353711790393013
Atlanta,107.45926341441,"Jun , 2002",0.1127931396569829
Atlanta,108.98828013343399,"Jul , 2002",0.1120236146831891
Atlanta,109.700857989911,"Aug , 2002",0.11127379209370425
Atlanta,109.969669039815,"Sep , 2002",0.10829141790513103
Atlanta,110.27165796856701,"Oct , 2002",0.10538138354663819
Atlanta,110.51359719352399,"Nov , 2002",0.10270270270270271
Atlanta,110.29778258211701,"Dec , 2002",0.11301751051988596
Atlanta,110.417329159421,"Jan , 2003",0.12374198827219421
Atlanta,110.286308240953,"Feb , 2003",0.13424657534246576
Atlanta,109.689178974011,"Mar , 2003",0.1272684388700816
Atlanta,108.71141815332399,"Apr , 2003",0.1198892075811259
Atlanta,108.33796610157101,"May , 2003",0.11253561253561253
Atlanta,108.511075900384,"Jun , 2003",0.11003001465170205
Atlanta,109.720750096198,"Jul , 2003",0.10745586000198858
Atlanta,110.248638028946,"Aug , 2003",0.1049645390070922
Atlanta,110.592906661634,"Sep , 2003",0.10104851265517578
Atlanta,110.487244573148,"Oct , 2003",0.09724173927008467
Atlanta,110.542301753269,"Nov , 2003",0.09375
Atlanta,110.742874319253,"Dec , 2003",0.09846998823067864
Atlanta,111.562745732412,"Jan , 2004",0.10337580454485755
Atlanta,111.85978141645398,"Feb , 2004",0.10817941952506596
Atlanta,110.842672304936,"Mar , 2004",0.10675865764619188
Atlanta,110.395522767071,"Apr , 2004",0.10524811108842157
Atlanta,109.75734981264699,"May , 2004",0.1037344398340249
Atlanta,109.616854440473,"Jun , 2004",0.10285548989627664
Atlanta,110.62534265374799,"Jul , 2004",0.10195739544326028
Atlanta,110.92720980392201,"Aug , 2004",0.10109289617486339
Atlanta,110.740988217623,"Sep , 2004",0.09535671450977294
Atlanta,109.999931937109,"Oct , 2004",0.08985463008890074
Atlanta,109.36870319286601,"Nov , 2004",0.08487084870848709
Atlanta,111.03341678362301,"Dec , 2004",0.09114759013567189
Atlanta,112.969234199338,"Jan , 2005",0.09782360261066114
Atlanta,114.810229179509,"Feb , 2005",0.10451612903225807
Atlanta,113.66839007610201,"Mar , 2005",0.09957240444282212
Atlanta,113.17414777508999,"Apr , 2005",0.09437094818953251
Atlanta,112.71500425405199,"May , 2005",0.08921438082556592
Atlanta,112.356748395296,"Jun , 2005",0.08950999236420128
Atlanta,112.202156692109,"Jul , 2005",0.08980765727076338
Atlanta,111.471707375508,"Aug , 2005",0.09009009009009009
Atlanta,111.462304116651,"Sep , 2005",0.09324608848040147
Atlanta,111.597380212994,"Oct , 2005",0.09636590395515103
Atlanta,111.777393308458,"Nov , 2005",0.09927360774818401
Atlanta,111.908535992075,"Dec , 2005",0.09705514387450687
Atlanta,112.16052266773,"Jan , 2006",0.09479873792905624
Atlanta,111.96268119442499,"Feb , 2006",0.09263657957244656
Atlanta,112.317477339854,"Mar , 2006",0.08556741122426655
Atlanta,113.450809283381,"Apr , 2006",0.07793161839778873
Atlanta,114.85093374889401,"May , 2006",0.07015306122448979
Atlanta,115.141614052916,"Jun , 2006",0.07478316326530611
Atlanta,116.112304814135,"Jul , 2006",0.07955357142857143
Atlanta,116.033032867442,"Aug , 2006",0.08418367346938775
Atlanta,115.505937340911,"Sep , 2006",0.07824733865191298
Atlanta,114.807086811938,"Oct , 2006",0.07251333317389327
Atlanta,113.96471553276001,"Nov , 2006",0.06728538283062645
Atlanta,112.006866873268,"Dec , 2006",0.07773278420725681
Atlanta,109.85686724848,"Jan , 2007",0.08831580628236416
Atlanta,108.02036777549499,"Feb , 2007",0.09841628959276018
Atlanta,107.659793286041,"Mar , 2007",0.10044270350454287
Atlanta,108.208837657536,"Apr , 2007",0.10263696024348493
Atlanta,108.52484023924102,"May , 2007",0.1048780487804878
